row ID	ID	aveLog2CPM	log2CPM_A	log2CPM_B	FC	log2FC	PValue	adj.PValue
41	ENST00000568456	53.9590152926321	63.5982705564236	44.3197600288406	0.696870522438509	-0.521037464601513	0.029994716000578	0.378226052982899
42	ENST00000562029	32.012236690681	39.6994572298523	24.3250161515097	0.612729186967784	-0.706678520068328	0.032557595098566	0.400768492046634
43	ENST00000602675	28.1841491408202	36.8404057746023	19.5278925070382	0.530067248078485	-0.915752693108025	0.0341092977673997	0.410104812691759
44	ENST00000567174	136.632271997991	112.863589262597	160.400954733385	1.42119310382894	0.507102593292099	0.0360356711212903	0.423419135675161
45	ENST00000481948	22.0800430133209	30.3009928651966	13.8590931614452	0.457380826532703	-1.12853220584518	0.041495309355452	0.476734998594859
46	ENST00000568100	83.2335418417224	98.7901656973823	67.6769179860626	0.685057237310169	-0.545703562969263	0.0468310543926438	0.526340328717322
47	ENST00000526632	19.9672581076564	26.7989015010803	13.1356147142325	0.490154968243864	-1.02869014857635	0.0487769005891382	0.53654590648052
48	ENST00000262428	1495.85686555098	1326.82125645601	1664.89247464596	1.25479786108715	0.327454975096202	0.0514805517081909	0.554488442356973
49	ENST00000355163	40.287946005942	49.0866757217118	31.4892162901722	0.641502318647421	-0.640473615082785	0.0539380190309563	0.557087306151119
50	ENST00000337114	19.8662906094703	26.3109013323013	13.4216798866392	0.510118589900291	-0.971095418053172	0.0559862986663326	0.557087306151119
51	ENST00000320354	51.0612713329837	41.7855902401202	60.3369524258473	1.44396554120983	0.530036314164923	0.0564801979223079	0.557087306151119
52	ENST00000378247	75.7339262205566	90.0448455715651	61.4230068695481	0.682137955589371	-0.551864555465489	0.0569886066597103	0.557087306151119
53	ENST00000435200	248.381572597239	212.112349545328	284.650795649151	1.34198124842477	0.424364512824541	0.0571095304178129	0.557087306151119
54	ENST00000564057	1171.92422282338	1054.41047397116	1289.43797167559	1.22289943386019	0.29030576753115	0.0586210369919202	0.561242150459681
55	ENST00000570036	93.2969543469952	77.6029809542846	108.990927739706	1.40446831293648	0.490024075311518	0.0649743837071896	0.607792920627811
56	ENST00000301021	277.774307273335	311.969804896273	243.578809650396	0.780776875926769	-0.357017769291625	0.0666258286115506	0.607792920627811
57	ENST00000541206	69.3668827417556	82.1992798325103	56.5344856510009	0.687773491035395	-0.539994583978742	0.0670100512104163	0.607792920627811
58	ENST00000568369	31.8471099160684	37.772535448358	25.9216843837788	0.68625746395072	-0.543178159481905	0.069263765162505	0.617402872224398
59	ENST00000490756	30.2527894714643	23.9593703516691	36.5462085912595	1.52534094405839	0.609131749774452	0.0713983112933867	0.625642829469169
60	ENST00000566488	842.555602274485	927.987781677383	757.123422871587	0.815876499476156	-0.293577309207535	0.0750792310150078	0.646932707245984
